"";"property_id";"ESoEstrato"
"8777";"5455c036e864423d9c5da8da";3
"8778";"9932a5fdb6a08a6d500d91d8";NA
"8779";"a3c0466b1e184d8226241b35";6
"8780";"e4a132fd45b593bcfadf32f5";NA
"8781";"82526f2fb3e438c17ff27af4";3
"8782";"59e8af82c3e3ff34a2888ff8";3
"8783";"99e0ee5b06595232c4bba23f";4
"8784";"da7ea12ec84090945202ef04";4
"8785";"dce54d5699ad049c36a21d48";NA
"8786";"c39aab9bd8d122b96d902448";4
"8787";"af5d93be3adb366d34872a05";NA
"8788";"456f9d5b5c314b42a076f3b0";NA
"8789";"f3e2ce21a63d4b28a6bfc748";4
"8790";"d00d7987da17a5f4fb1ed55a";5
"8791";"015236771984ac03636f3f11";NA
"8792";"99e604bd14d8f79c81926339";6
"8793";"c99fa525abd02efaae18e452";5
"8794";"c62c926c5174ccb38ae2d715";NA
"8795";"f49b2ed568ab39d0494112ec";4
"8796";"ae6a7f2ce412a91d58a42ec8";4
"8797";"546b0c99f3ae8ac6d4107c6a";5
"8798";"3e8683005cf179bdba444798";NA
"8799";"d3ef5ab65f454d81aadf31c4";6
"8800";"29bd9554b7a7c28a4c0d1b7d";4
"8801";"5fe673fff63a39fafaea9888";5
"8802";"5557c8c69ec1fd4f2f098def";5
"8803";"8b8c4f63bc5d1db7fd84cbcd";4
"8804";"415aa7b5510b0e63b24924ce";4
"8805";"ce097200a2c23d6098ce17c1";4
"8806";"1bd5db021c9ca3176a1aa8d2";5
"8807";"368098b2fde094e586be593c";4
"8808";"f49c03d0001cadf97998d8cf";6
"8809";"0adb98588c8a1885b58da51f";6
"8810";"c3c91299fc8990f49968d515";5
"8811";"42587437ef983d86f48ed7a8";6
"8812";"0780f1d516b6818a418405fa";NA
"8813";"9cd482becade2ac6a02843c1";4
"8814";"490c1ef4e2c75a9d28a08ab6";NA
"8815";"dc5f7f1dd72686837a3fa24d";5
"8816";"9f94553eef2a3d9eaae782b8";6
"8817";"4b9fa1bb6113db616ec7e3a7";NA
"8818";"b144d2041b738ffc4d75491f";6
"8819";"d31e6e98cc5d9c10fc88687a";4
"8820";"351ed4bd2987e8710e33f2fe";6
"8821";"aa8c7546b98bbe0d3add2adf";5
"8822";"ced7b6fc8246d2cc26ccac5b";5
"8823";"f7db76a8e8c6df6cb773154c";4
"8824";"b8c45ca611f029eca9d4c896";4
"8825";"38ad8e1b4a86f96dd08af6e5";NA
"8826";"1ae1e22d9f1ef4832d3cbf55";5
"8827";"7c62302a3b2e003fa92d664d";4
"8828";"c60a8fa2587fff58db786687";3
"8829";"a84a1af7c945a34f1b272b97";4
"8830";"243d1784902dfdd165bf5e54";4
"8831";"a599ee60a293dc2749088a3f";6
"8832";"527d2b4d9a7dbea9f541a1b3";NA
"8833";"a896db43e4d8b74007997d51";NA
"8834";"cc9ef3cf0859e0b4ab5e551a";5
"8835";"141ec4362ace3de524f9dd5f";NA
"8836";"215361ea53c7aba10789f44a";NA
"8837";"03745c4abf444f392094a7c2";4
"8838";"45df4c1c97a33b65e92e01c3";5
"8839";"2323a71c22b28f41c34c8bb9";6
"8840";"b5d1dbab83537436d688120f";5
"8841";"74e1433fc3e811bfb0891e57";NA
"8842";"31fa3fa08c9801557f1342f3";4
"8843";"8bf429ee6514d2f54a4adf0e";NA
"8844";"177978911b0a28c50038eb62";4
"8845";"67292747b32ee2adab02ddfa";4
"8846";"e741b080a9ea371397b04883";4
"8847";"f44cf2457f300cc343141510";4
"8848";"3f0ba1879400df1c8961f1cd";NA
"8849";"8f09f65a4a9cc56039d500ec";4
"8850";"8b8f1c61d2b37bdcbe6db005";NA
"8851";"affa31a95d5b29771ec16fb8";4
"8852";"4357bf91af8376b4730e0a5e";4
"8853";"dc756b463721f06f4518cf75";5
"8854";"b9d67261c83b0c0e5d7a93ed";NA
"8855";"7852f47f284425bf510f6473";4
"8856";"6ecc67965357eed33a7d6496";5
"8857";"29668d1f992f9efbe836cac1";5
"8858";"458e8ea4d3eaec9e220c0c41";NA
"8859";"7045313ec48a57faba5db747";5
"8860";"25e930dc95c11c7e8efb5fc9";3
"8861";"66ebd4148c0d4167395453c0";NA
"8862";"384411b0d7c03a5c3566e7f0";3
"8863";"756f12741a60a8ef919bf88f";5
"8864";"c5fe9f13d0ff56327e9c805d";NA
"8865";"9cd305a7bbf6c59eeed702cd";4
"8866";"ad14a258d5d86c546fa72c96";4
"8867";"0ef13dbf290347ce7d0e2e9b";4
"8868";"9dbfb7f2c3c2843c4afe5c9a";5
"8869";"4a2b237cdeec63db5806add2";6
"8870";"8f93e57493ec011432c4e9b7";5
"8871";"c6e2c52c8149fa74406e8a0a";6
"8872";"7d2b9a6c50365b7dbb93783f";4
"8873";"2d67a88e63500c408fe1f893";NA
"8874";"17344858d094158e111ca21b";6
"8875";"d6fe137d237aada8c55d5861";6
"8876";"ad46350687af8f6106d48d90";NA
"8877";"e4225169098cdd41b2c05179";NA
"8878";"f47d252708ba2bec273bf1e9";NA
"8879";"d283833453a07320ccda0801";4
"8880";"69871b81a97212b3e75e05c7";4
"8881";"fdb6a46867a9645495265f27";4
"8882";"0c24c4cbf34349bc0540a6c4";6
"8883";"f4e6245876c922b1b41e2435";6
"8884";"4bca9329a283da7a51be1edc";6
"8885";"6d12b47d748df2c2061308c6";4
"8886";"25df3be81a56b6a988c3d203";5
"8887";"a3cb6d01fd63543e91af2bfb";5
"8888";"d492de9a8dc90028f4713eb6";5
"8889";"eac6b2526ecbcac2c1080f48";4
"8890";"a2eb44e7e43aee56e6d91fb4";4
"8891";"640843b8bd0784fdf3f98bff";6
"8892";"5e0da78156f4c79ff3a37249";4
"8893";"878ee0543bb13b026f93b928";6
"8894";"340d677ad93467420e05e55e";5
"8895";"2100c06b65e856adaea0a8c7";NA
"8896";"26089240283def194f719ec4";5
"8897";"984c88b1ffc10c585df8a1d0";6
"8898";"b8cfaa53d82564bf7572175a";6
"8899";"4a44df9995455f088141bb0b";5
"8900";"330430b3765f13dbefb31679";NA
"8901";"8dcba0c3a6026acdc3e19f36";4
"8902";"faa5d097aa93420e55c79d88";NA
"8903";"932ca2b1553e58e99b08e986";3
"8904";"1638a0a71b4e6005600bdab4";4
"8905";"a223f416fc765c980c25212c";3
"8906";"6518e24642a5558990cadb02";3
"8907";"d31ea2ab4f9e15b9765383f8";NA
"8908";"5f75e22c6c90cdea60cc4200";3
"8909";"38315e8fe9273b8f6c2dff42";4
"8910";"a8ed60fc70b0f3e1f3ada7e1";4
"8911";"c1b153f83bb9fec9bdd660b8";3
"8912";"773e6c8c867d4ea7bdc3b1fa";4
"8913";"ed2e580bde4ffae6c74dfeff";3
"8914";"bba4ae65305aa53c8119ca0e";4
"8915";"899f1be063fdbba884c3121e";5
"8916";"b26d8d51bc2621b69861f363";NA
"8917";"73613b8608dfbefbe262c464";NA
"8918";"57df8ef75b390cd5cd17b372";5
"8919";"8ffef8dbc511b51b9def6dad";5
"8920";"13f65c675abcbd9aa9bcaa2c";5
"8921";"c691bb1579df5e7dbb9c9d1c";6
"8922";"358eeb5aefb88409300ae932";5
"8923";"6b2573b5376edddeb848ec3d";5
"8924";"5973e0f690e6914d6a0a4ed2";4
"8925";"23e70df8d24b50b881b70932";5
"8926";"af37866008cb20a09e0cb29d";4
"8927";"88460bbcc2dbe865b9587250";NA
"8928";"4b0c2cbaacd7077283bcfeba";5
"8929";"6f4d4aec70c2760246ef9f58";NA
"8930";"611f1311ee22da9f5e0bec3e";NA
"8931";"4e2aaa7642085aa62dbb5fe0";5
"8932";"c9d6b5fcb7f95d420bac5e70";5
"8933";"8a286ca42cc2d65b32c1f872";NA
"8934";"dc4773c47b3868c461da8edc";NA
"8935";"071f90a1b2e6a2b5f69e75bc";3
"8936";"841cc42d8e02baec0b874ce5";NA
"8937";"b564105b6fe8cf2de45eac16";NA
"8938";"661d51d29a0a2ea47b7f99f6";4
"8939";"1b52a93738d252bc83350f49";6
"8940";"4fc75630fc279c38ae66984f";4
"8941";"3a5789443836948dfa3f50da";4
"8942";"f22a08be2608a4a64f172e65";4
"8943";"161bc3c93bbd6e847ee03461";5
"8944";"60f322d4ef082de51c6553d9";5
"8945";"cf8dbd41dd466a5f10a6f209";4
"8946";"5b3a12a543ad760002afd853";3
"8947";"493c65679233208c4d21aadc";3
"8948";"bfbc57d9646ec211bce5553f";3
"8949";"08fcf46b422d06c0cfd9043a";6
"8950";"3bd648bf8238f23e5137bc26";NA
"8951";"179ce7bf23f8c9090e62c919";4
"8952";"016272e403184703a4c0d5f7";NA
"8953";"bfbf3efb4cbae3ca4953dace";4
"8954";"f074e48f0f874d822f92d28a";NA
"8955";"531257489002aaf9c80a7913";4
"8956";"5963f68493e329e102c986fb";5
"8957";"3c23dbde59602e14788f2807";NA
"8958";"f0245d0b0479b8f5f2e29516";4
"8959";"bcaec9c15f3fba0eafe91036";6
"8960";"67fc5adb19328ef7c66ef197";4
"8961";"5be60225d4eedbe3241fcb5a";NA
"8962";"e92a7d4fdc81269e5187684a";4
"8963";"5325c5c2fdab9def91f358c1";4
"8964";"b222946bee9a50222d858568";4
"8965";"776c68e55cbc90f74c16c6cb";5
"8966";"7246100682967ffe38c58f19";3
"8967";"b67e81bc0714468b9bb38890";4
"8968";"61fdc15892c8ddce5f965d72";5
"8969";"d96ebf466d86e05d0fa84773";3
"8970";"1761cc56b91f2a810517b1d4";NA
"8971";"7192c3e9db047cc4420b3ee2";4
"8972";"bbc3e55c6357c1a3dcd645fe";NA
"8973";"b8f1b2d155b46a85726f1026";4
"8974";"036fb65cbcf748389d381d40";NA
"8975";"c6c1f90ee552636c72dde302";4
"8976";"3db0c899e22dea3278f59550";NA
"8977";"accd11986d62e3fcc962e2b9";4
"8978";"a1279b7474915671fc1452c9";NA
"8979";"262422f88171fa2a4d17027a";4
"8980";"bd29ad7d06bff31bad406a4a";NA
"8981";"0c514770dc1714e096c3b95d";4
"8982";"bd00e940bff7497defa2bd06";NA
"8983";"b87b9324a9bbd58ad30f65ea";NA
"8984";"bd14463eb89d900060beaf99";5
"8985";"ea8f575fd2deb203be600925";6
"8986";"458ac597b0639f4dcc8a58bb";5
"8987";"dcca28bcf3b3b513df8d920a";5
"8988";"a0ed0841d164ef0a44a90691";4
"8989";"f47d52b7cf8da68c65bc0b1b";NA
"8990";"e938e165d7a8028a5b6deabd";5
"8991";"6a750953f6d968e8f622ef0f";4
"8992";"3bb2c3ee70e45853ede3869d";NA
"8993";"e0e04d213091e91630bd3664";5
"8994";"e89891a673a9f796db8cbf2d";NA
"8995";"6aa2bc8adfcab99cc032b910";5
"8996";"950374c3fdc90347fcc5b0cd";3
"8997";"8f0626bbfbaa9e028e37fff7";5
"8998";"54622832cc60c98249b61548";NA
"8999";"f5a8230bcbc4ad46a73c3d50";5
"9000";"14c9b70b5887c2e604adf0b2";3
"9001";"f5e337e390da96ca4b529826";NA
"9002";"740ad35fcad42411f94f7eef";NA
"9003";"eff88bf5db0c9e4fb6bd7b85";5
"9004";"e8fcf6eba455454ae7ae1ed4";5
"9005";"e0a6dc3dacc6657f6de4c5c2";NA
"9006";"e3f1b7dff7b5036f6f9c3976";NA
"9007";"62527d4443c446ecc458a7ba";3
"9008";"f21d1cf315f734437b00c39a";3
"9009";"35888224bacef3396b8aeefd";NA
"9010";"812c1a4f3d5bef49f486dd70";NA
"9011";"6b4b14f63e5fb78fcbb75700";NA
"9012";"cb9b8092f79c44e316b96f11";NA
"9013";"bcfd2e98babb8ae52e8bb1ee";NA
"9014";"2f91a4b30b5ad7774b2428b9";NA
"9015";"fd5269dd5604899159471879";3
"9016";"19a8ae9d516cd4ae9b47246d";4
"9017";"2f4ac29d1192a90273017c79";4
"9018";"7e1c934bbec6e95581ee69fe";4
"9019";"61cd0096d3472fc52a6336d1";5
"9020";"5ed74b392585d042dd3e703b";4
"9021";"60c1dba7a1656b00c784b2d0";NA
"9022";"0842c97d5e84fd5927126271";6
"9023";"3dcf5b22977d9f4868be89dd";6
"9024";"d62d16630dc2f4ca9b8c93e1";4
"9025";"18283374e933a586c192941a";5
"9026";"94a3c20304f189e138a3ea1d";4
"9027";"100d88ba4a2a80869db77d57";6
"9028";"3384d006ed28e57aadb2ea6d";6
"9029";"2350740525cbc8035e5ef7f4";5
"9030";"3275e2245b775012d0838e2f";5
"9031";"972a11f26726ec5c12771d44";5
"9032";"6911065c2b3bb71c88fb387c";4
"9033";"4bd56b518dcb82f458d2f8f0";5
"9034";"002e0274e2f6e789e0c70fdb";5
"9035";"c3d32fe4250e21cd63279cfc";NA
"9036";"373db0280ff88f3ad91d64b9";6
"9037";"546e01a12303cb198304ee02";NA
"9038";"28ce99e3487a3924d06dee7c";NA
"9039";"6b9673c04e9b2a4cfc6096dc";4
"9040";"e28518a27c7e527b0b7e95c9";5
"9041";"769fb0c5f049fdce5663ee84";4
"9042";"f6669334def0e1a0179955c3";NA
"9043";"ea9d4b52e62db843f4b26a16";4
"9044";"d85bbfa31c97d0b7f02ebd66";NA
"9045";"9ba2ee4a06cc06a439ce139a";4
"9046";"bd4621cc019161bfdb0dfd99";NA
"9047";"9f8539acec4af0f78c1d42eb";5
"9048";"33f4ad8591f356fa7f2747d2";4
"9049";"c20305ff858aec3e8d8958be";4
"9050";"e7684f5f4ab4ca15e84489fc";6
"9051";"cd2dd06901e096d9ad2af74d";NA
"9052";"c2730403f92bab570fd38fed";6
"9053";"a84edb75bc79723d925d9033";NA
"9054";"3047d6c07dcf1059167ee803";5
"9055";"005df0f0105039445cfcc864";4
"9056";"a2ac33c86f148e4d27acd6de";5
"9057";"f0ea48e8b5aa174254f5e614";NA
"9058";"1282e0e90e5a50eaee826a08";NA
"9059";"906e84930964bcfc5b0c6c74";4
"9060";"fae52cfc094dab1726fc8cd9";5
"9061";"cb62bafad79578d3187d4a53";NA
"9062";"59ccb06d07c69514b0222607";NA
"9063";"cc1c5e4ac593351e05eb33f9";5
"9064";"f3ef276a0ba80fcc8449f34c";5
"9065";"8f841fff8fab110e1cff792d";4
"9066";"1528a73204500b86b36799c5";4
"9067";"8cc5c56c439df5b39b6db354";4
"9068";"7ffe914c99032ef9f005f558";3
"9069";"02225029b112013202061dfb";4
"9070";"85bebb0dff7c3fea9b5ae66e";NA
"9071";"8ea8271e5a2ec08ca4c8e16e";NA
"9072";"d35a613059c48accc92e271b";4
"9073";"dac89a65ce349c8d6dcfdf67";4
"9074";"f7014b85c726f4fcb999d7b4";3
"9075";"04fec6df3ba5ce6376d78508";4
"9076";"a251262b6013730918158db1";6
"9077";"31c83f8b928040c0d64e5fed";6
"9078";"c6324cc340fc26bb155dc4a2";5
"9079";"776eb7514e0961b48c0816a9";6
"9080";"a04f1faef23d53809991a99f";4
"9081";"34355065391bc249b4b90859";5
"9082";"18384bc91f7f9af9ac0af6a6";5
"9083";"5f8f1c57402e9957cf682d48";NA
"9084";"33d981bccfe40b3cbc7504e0";4
"9085";"5a4a9bd9f6aaa3c3c2640ebf";6
"9086";"502f46988c084c0ece17a003";4
"9087";"3c5d036e930fe86bff8f2947";NA
"9088";"cce01e4c63f5d89109149b68";NA
"9089";"888a9b8f579c0e3b6e044241";NA
"9090";"c7470c0a006c519281a788b6";NA
"9091";"d5107794a9217e4c4a92551d";4
"9092";"f17a7df5bbcae31e70e56ffd";5
"9093";"085b0827db262c547ca4866a";4
"9094";"41b36087fd9daee4b3c8d6c0";5
"9095";"b29b813de13582d7a6e52c11";5
"9096";"76965adb90fbd7a5dbba68d3";6
"9097";"a775f86ef8ceff5aac62aa96";4
"9098";"bff94ffd9a92d4fac901e37c";4
"9099";"1b5e5ded36b4235c81bf42b3";6
"9100";"096f30bd59f3462f276ef3ec";NA
"9101";"46c7ab34921755e696f7529c";4
"9102";"7a43941d89283b0feb974a45";NA
"9103";"2d1976b108b34f58399cdf96";6
"9104";"b778a29e84e9037884291fd5";6
"9105";"174502a45c84e9dca63c1d9e";NA
"9106";"5e09369bf527b7e79f303818";5
"9107";"06941f2a76c683c81b96e734";5
"9108";"fc17a465a01150f6ccb87123";6
"9109";"ced1b07d098e55ff12691f1e";6
"9110";"a8806975d58cd9a779fbfcdb";NA
"9111";"ae46549e8929390422aef492";4
"9112";"1653ccadcb496cd36fc3f6ce";5
"9113";"88e38b2fd1ab2c94e1cef31d";5
"9114";"b5f3c73f13b5d2be65198475";6
"9115";"a5d8111e863caf682d96722b";NA
"9116";"94a83d68b5262d10e051718b";NA
"9117";"b9c1adee1cfef62be6a72ba3";4
"9118";"51a05312620a306f3e5da2b7";4
"9119";"2e96eb418e88fe3b52c89f74";5
"9120";"598768233e371c20303f2072";5
"9121";"334ad43ce2d106e7353881e3";5
"9122";"d8a2ad53d7facf3a4bd02fc3";4
"9123";"51f42e565865c7810d1bed9e";NA
"9124";"8f05ce34c171f84858025cdd";6
"9125";"b4b600f3dffddb867abd0f30";5
"9126";"7def336c72f31a0461a0bc33";4
"9127";"e6104653360b423314e1ab0d";6
"9128";"bdd194d68ab7de6b874a41e4";5
"9129";"d72332c2fb8735c1f85c0aa5";4
"9130";"ff83628f9a5fc9119c4283aa";NA
"9131";"5ea80ab34afcbe297971a13b";4
"9132";"c7021bc40adefe35a8014db8";4
"9133";"9d856c84f54570c4a6efd25e";4
"9134";"47c35f7e5a874c6e69ad8cdd";4
"9135";"74c4489ad56af2fe6cac548d";4
"9136";"7a65778ce055890a32a2b354";NA
"9137";"501f45f5dd1961ee41b06ab5";NA
"9138";"480cd25354d1d3e6e7d33214";NA
"9139";"e2fe4b0fc492998f3ec0480f";NA
"9140";"9f957ff2d747c61f380ad183";NA
"9141";"5c35fa1909c73369d3b8cdc8";4
"9142";"6594d961ec5474d6ad3dafc8";NA
"9143";"7119bce3a7140e7d10e51d0f";NA
"9144";"d52db4da4a949d9e615158c5";3
"9145";"fc28b5f1bee51bf73b819721";NA
"9146";"f26bbc1b8aa1e2138e770dc7";NA
"9147";"106ff498ccc67a7f5b05c4ef";NA
"9148";"61f41ed9736c088cf75b5bea";2
"9148.1";"61f41ed9736c088cf75b5bea";1
"9149";"5a493d2f3899e0b7289068bd";NA
"9150";"664ff286ae666953d2ce7b59";4
"9151";"b6afe91b4ab9973ad3666a37";NA
"9152";"30024e427e56e8fd836bd4ec";4
"9153";"974158573d024b41021d619e";4
"9154";"e9ee2f00b9ef8b3a092ac3c7";4
"9155";"85cc57ee12dfd37d8f6ab3da";NA
"9156";"dd0c321420e01ce4ce6a9840";NA
"9157";"83a8d47ebcd2fdffc6d6948e";4
"9158";"f9962a420a4c51e4becfffa2";NA
"9159";"3a32f2669033610a84695aea";NA
"9160";"995365b22782591ad112ab7e";NA
"9161";"226f330d558eca2a7c5b9146";NA
"9162";"a1c174986f251d0f452f6a4b";NA
"9163";"403abf7ef03a0023026b43e9";3
"9164";"e6945963ab27d205bac7784c";5
"9165";"94b076698ec741d048455573";NA
"9166";"e4b307300e9bb176ecb21d78";NA
"9167";"253232e03e588da0f0f16d57";3
"9168";"a3158fb5ef0bef559f7c29e1";3
"9169";"96b9a01fae57947100bda283";NA
"9170";"1cfcc7c307d61b2e1686b135";5
"9171";"ffc4157d5c7a1601b497010f";4
"9172";"91cf08689b2a69fcf457dd66";6
"9173";"b1c35cd6abdc9133b036c021";5
"9174";"3b6a81bf4129b294dedc0063";NA
"9175";"81ad607371fcd2bac3e11ba5";NA
"9176";"e54e2e8f072aa756fe3496de";3
"9177";"3e97a6d17433e4e2db0c0544";6
"9178";"67340849e0d25ab584bebd0b";4
"9179";"9238ed8db65da3efbd3ee57d";4
"9180";"45be9198769d465570c4131d";6
"9181";"fbbae3f98f2929d277516e53";5
"9182";"96bc8dc24ffa4f0df9680c98";NA
"9183";"11b1dd7380a144cb764d4f0c";3
"9184";"ccf580cb15f54b0915418f28";3
"9185";"8f49faa0eb42e36ff71c63be";3
"9186";"9837585fc77aa9c8fa476600";NA
"9187";"77331a889db19d2a1962b974";NA
"9188";"85ff7395e47b67cd6c2014d0";5
"9189";"bec74525817483de7cc111cd";NA
"9190";"b66b07c03be0baf42d970665";NA
"9191";"0f778c5101879cddf8495696";NA
"9192";"d679056daf1161d378040ada";2
"9193";"7a02281580d622650412dac6";5
"9194";"bbc2bcf915be6fffd36a0bc9";NA
"9195";"aaa221c3b1bd102ba86e683b";5
"9196";"e58f0009f8becb6e425ce915";NA
"9197";"a648fd9fd97f823f2003e239";5
"9198";"a6052c61f5a69769a868706d";NA
"9199";"00ecaaf1b0593742b6b30732";5
"9200";"92836dd891cead8deffabbde";4
"9201";"0de3e2aa9d1a8313db4e0bdb";NA
"9202";"5cf18dd8181ac5f41c5c1d00";3
"9203";"fc948cb86a837d5f7eab7527";4
"9204";"8a1e3b79794f5bfb60bc9a4d";NA
"9205";"90b117bdce9d615eb0bc05c6";5
"9206";"a54c4aeaf1a48e5ae8c033e9";NA
"9207";"2aedbd80bbb60210ad2e8130";5
"9208";"a1091345a3873d9ac684532e";4
"9209";"d53b58d6f2b3024a3a7673e9";4
"9210";"e9d86ca5e64afbd9f5067e9a";4
"9211";"83fe3c37617e3412392989d3";5
"9212";"b12879d5dcc43a7d50d81d29";NA
"9213";"110774bdf595d7370f652f71";3
"9214";"aef10f7d17166c771fbff767";5
"9215";"1ceefba81c9cd6089e15f30c";4
"9216";"6856074e6673dd2485b124b9";5
"9217";"f8d732ed4ea8db64b0936f5f";4
"9218";"939ffcd37acec605baf6bc71";5
"9219";"e69f719d4d6ac2210703e192";NA
"9220";"89bc2ab2f86e4d84c4b0d1cb";6
"9221";"fc7c2cc5e13c18f4593344eb";4
"9222";"6e17d56f1b97a36f6bf10ede";6
"9223";"d6028bcfbf6a98de49ff3dc2";6
"9224";"89a7b6134b7bc108fc19c3c2";NA
"9225";"62f4e8d1f805e89cf83fedcf";NA
"9226";"bad19c80bb6c8da9799a6c3b";NA
"9227";"c574d443e6d713538d3ab7ea";NA
"9228";"e1c967aef24a498ebb203198";5
"9229";"d56c7f4107e3ac22e01c2b72";4
"9230";"ae4bc8e60d77395f63016495";4
"9231";"971ebe058b1095bf9f81297e";5
"9232";"b8395d7e675c37af03d745fb";3
"9233";"5ff4d5b8050b8809598b9917";4
"9234";"d19a418b64d165c19256b4dc";5
"9235";"d412f17e5406e27aff8dc5dd";5
"9236";"b1acb3a9199d85d6733c6c3e";NA
"9237";"cfad2accde3c29ac96882b73";5
"9238";"33e5129d81767a09bf6d7f10";NA
"9239";"711f609ab2f82c67de30d443";6
"9240";"1270c671574fb3f4fce1c0cc";6
"9241";"17d7e1034062720ef080302d";6
"9242";"6affe045fb9777e95651b2e3";NA
"9243";"5f3e6e3a3e7bd42f083ab882";NA
"9244";"a8d951547beadd1bfbf4c4ae";5
"9245";"98211148ecd9014c6e7e8bd5";6
"9246";"fb2f183906a8145227601f13";3
"9247";"89429f3a5dfbee6ae85c86df";3
"9248";"7eb0fc1f4544609928b5906b";4
"9249";"88b987cdca166ee031efba34";6
"9250";"4ce048f3f91a936a02e6d89e";6
"9251";"b5e0f3302d71c5b382b8d77c";6
"9252";"5287b6b56fe0bc310870604e";6
"9253";"8a52c152dbe5441685ab9c03";6
"9254";"ec56b30c25be282eea511233";NA
"9255";"4903c0c862b0684d2b5d55e2";NA
"9256";"59034b5827a18ad10edc13c8";6
"9257";"f4f5d94c7fe233bd26bd7dea";NA
"9258";"3f9ec68243119fa6395d1040";5
"9259";"c924bba8dc9e567a340ab6fe";6
"9260";"9e4454206e2f3a7bb75ad02e";NA
"9261";"be8d7d5be7071bce8e69930d";6
"9262";"0f8d7a7a92b8f817bf7c870f";4
"9263";"be503c350a889bb92acc2bd1";3
"9264";"f28e8aab5de1453a8fe5d5bb";NA
"9265";"59686ac166698c5939703be1";4
"9266";"01bbaaafaef0c9203c31d680";3
"9267";"6fbab7439cb8e4f6bde65f78";4
"9268";"28b88a6eb7d1ef16585dc8e6";4
"9269";"993a00d7031653837fc4e812";3
"9270";"d55053c3e27b19edf47844a7";3
"9271";"61da5f6cf4fbb75f13daa85b";4
"9272";"1265f8d565ff07f2376cdd81";NA
"9273";"db12fa07e2bec4c04f2a101c";5
"9274";"7374a81f969be09f590f1e27";5
"9275";"35480efbaddef103a451c5dd";5
"9276";"3f80bf5129eb8825804cf383";NA
"9277";"35d3cf604324662e000940ab";3
"9278";"50719f1d2f270e6d2ac62773";NA
"9279";"5845f82a22be86ffc1d2b653";5
"9280";"c3a246c34283965279b7bcff";4
"9281";"69d607f640afe4dd3090e886";5
"9282";"c684ceec25fad5470eb677b8";4
"9283";"db85ccfda5dbf1caed1023ef";4
"9284";"72d6688b7e78e504226bb27b";5
"9285";"55fb4c6bae5addb862da7d8d";6
"9286";"8b23ae1aeaf1f6d39a8c294e";6
"9287";"c71f45b4d3c8d75262c70816";6
"9288";"63ec845447a416ef9d9c01a1";6
"9289";"a8619ab187a345322687b7ff";4
"9290";"1487b5fc4a28d81db7487353";6
"9291";"e4ab7f6690e70607e9bd811f";4
"9292";"45f54f45655efd6e680b33bb";NA
"9293";"960f2077125a082cad161b32";NA
"9294";"a39becf111f01b31c7d69bc4";6
"9295";"e966a28674fa845fd361918e";NA
"9296";"6f7bc174cd5f38f95d4d014c";NA
"9297";"7ad6e63998df9d171aa0ccd5";5
"9298";"c8e1f2830a27770337dd9860";3
"9299";"4eb4d63eb7cb5a6038eda87b";3
"9300";"57029ba2833196a74472660c";6
"9301";"f7e9b443080cf66cdacf3d90";5
"9302";"4cccbf79c0164a556baa0a1e";3
"9303";"7902de3089d3e85266377974";5
"9304";"6bc428c93295895630b3ba67";NA
"9305";"e2ee20d8a0badcf866b98068";4
"9306";"4c886e90b6460ebb92d502ec";6
"9307";"f8f5b72571462334f8c16585";4
"9308";"2696a0bb6cb936b777d10c04";NA
"9309";"87cb8a50c7fe1d5bbfae0eb0";NA
"9310";"4b1a4a05b41d6b086d0f3624";5
"9311";"ad6c4657c15345b85587f633";NA
"9312";"6986e8d1c58416f7f6d404ee";6
"9313";"708f2bb3c1855c57671fecb9";4
"9314";"2ed877b9c9be3ed62c5457b6";6
"9315";"f253fe223349aebeae38ced7";5
"9316";"cd6d53ee569920e1cbf101e5";6
"9317";"4d24fcdfd3ba7ce0cf4c2e0f";NA
"9318";"cf32dcab345a81146646642a";6
"9319";"90324ec5f92beff1ab9e7de1";6
"9320";"3f3cc7fbba1b49f703000831";6
"9321";"4f527e2a390640c14f43c0bd";5
"9322";"1e8ff988c24cd7442a4477a9";NA
"9323";"d566055e902af9e9320cede9";5
"9324";"a5dc7f2d3eb9460f830b1507";4
"9325";"1a5af543fb919dc6c0a02648";NA
"9326";"10fcd4eb3d8f54b06cd29805";NA
"9327";"94d9d632451ee3625789369a";5
"9328";"f61bc2dd97740f4c827d993a";6
"9329";"c7f885e8697a14ad110dc00e";3
"9330";"b03fb7254d554dd4d599c56d";6
"9331";"51d62868740e0bf80ea1bc8b";6
"9332";"972de0004869ec63ea69e8ba";6
"9333";"919cce938a6680b399544fcf";4
"9334";"70da3c6c057d149b5e5530ac";3
"9335";"534a1f007d6bd44813da6ea8";6
"9336";"1c06300ee31ac97a374915b4";6
"9337";"fca685285baad26f5d41f2e4";6
"9338";"f25260121b5c2b7b2ac7fa85";3
"9339";"83aca47ce37cb5939aa059fd";5
"9340";"4c99747400e3adbfa174133c";4
"9341";"34dddc1fa7a59489a2bc7022";5
"9342";"9f56cf90f36e775b06750efc";NA
"9343";"b149090ef1ed8507b0982e97";NA
"9344";"5eaef7e3a78aacfa630c7931";4
"9345";"6dbbd2731c82eeed46400ae3";4
"9346";"08b8cf31d35e6f1e6f742c11";4
"9347";"bd32915b25ce3efd10265d68";NA
"9348";"e94c1c5205bfaf764100ec65";4
"9349";"2b5221e2689f42fce891f075";4
"9350";"84ba2a813ad1885e3a49edca";5
